CaseID,resp_seq,contest_no,profile,Chosen_Immigrant,Gender,Education,Language Skills,Country of Origin,Job,Job Experience,Job Plans,Reason for Application,Prior Entry
1260,1072,5,1,1,female,high school,tried English but unable,Sudan,teacher,3-5 years,interviews with employer,seek better job,six months with family
1260,1072,5,2,0,male,4th grade,used interpreter,France,child care provider,none,contract with employer,seek better job,once as tourist
1263,1073,1,1,0,male,no formal,broken English,Mexico,teacher,none,contract with employer,reunite with family,never
1263,1073,1,2,1,male,college degree,broken English,Iraq,construction worker,none,will look for work,reunite with family,many times as tourist
1263,1073,2,1,1,female,high school,fluent English,Philippines,child care provider,1-2 years,contract with employer,seek better job,never
1263,1073,2,2,0,female,8th grade,used interpreter,Sudan,child care provider,3-5 years,will look for work,escape persecution,once as tourist
1263,1073,3,1,1,female,no formal,tried English but unable,France,construction worker,3-5 years,no plans to look for work,seek better job,six months with family
1263,1073,3,2,0,female,graduate degree,broken English,Iraq,child care provider,1-2 years,no plans to look for work,seek better job,once as tourist
1263,1073,4,1,0,female,4th grade,used interpreter,Poland,nurse,5+ years,no plans to look for work,reunite with family,once w/o authorization
1263,1073,4,2,1,male,8th grade,broken English,Mexico,waiter,5+ years,will look for work,reunite with family,once as tourist
1263,1073,5,1,1,male,8th grade,fluent English,Philippines,janitor,1-2 years,no plans to look for work,seek better job,many times as tourist
1263,1073,5,2,0,male,college degree,tried English but unable,Philippines,financial analyst,3-5 years,no plans to look for work,seek better job,once as tourist
1264,1074,1,1,0,female,4th grade,used interpreter,China,construction worker,none,will look for work,escape persecution,never
1264,1074,1,2,1,female,8th grade,broken English,Somalia,construction worker,3-5 years,interviews with employer,reunite with family,never
1264,1074,2,1,1,female,no formal,fluent English,Iraq,nurse,none,will look for work,reunite with family,many times as tourist
1264,1074,2,2,0,male,no formal,fluent English,Philippines,teacher,none,will look for work,reunite with family,many times as tourist
1264,1074,3,1,0,male,no formal,used interpreter,India,construction worker,1-2 years,contract with employer,reunite with family,once w/o authorization
1264,1074,3,2,1,female,graduate degree,tried English but unable,China,teacher,5+ years,interviews with employer,seek better job,six months with family
1264,1074,4,1,0,female,no formal,broken English,France,construction worker,1-2 years,no plans to look for work,reunite with family,never
1264,1074,4,2,1,male,8th grade,tried English but unable,Poland,nurse,none,contract with employer,reunite with family,six months with family
1264,1074,5,1,0,male,college degree,used interpreter,Germany,waiter,none,contract with employer,seek better job,many times as tourist
1264,1074,5,2,1,male,high school,tried English but unable,Iraq,nurse,3-5 years,contract with employer,reunite with family,never
1265,1075,1,1,0,female,two-year college,tried English but unable,Germany,nurse,5+ years,interviews with employer,reunite with family,once w/o authorization
1265,1075,1,2,1,male,graduate degree,used interpreter,France,computer programmer,3-5 years,contract with employer,reunite with family,six months with family
1265,1075,2,1,1,male,no formal,fluent English,India,child care provider,1-2 years,will look for work,reunite with family,many times as tourist
1265,1075,2,2,0,male,8th grade,broken English,China,nurse,none,no plans to look for work,reunite with family,never
1265,1075,3,1,1,male,college degree,broken English,Sudan,gardener,5+ years,interviews with employer,reunite with family,once w/o authorization
1265,1075,3,2,0,male,no formal,broken English,Poland,teacher,5+ years,interviews with employer,reunite with family,once w/o authorization
1265,1075,4,1,0,female,8th grade,used interpreter,Sudan,teacher,1-2 years,no plans to look for work,reunite with family,six months with family
1265,1075,4,2,1,female,no formal,used interpreter,Sudan,teacher,3-5 years,contract with employer,reunite with family,once w/o authorization
1265,1075,5,1,1,male,two-year college,fluent English,Poland,computer programmer,3-5 years,interviews with employer,reunite with family,many times as tourist
1265,1075,5,2,0,male,4th grade,used interpreter,India,child care provider,3-5 years,contract with employer,seek better job,once as tourist
1266,1076,1,1,0,female,high school,fluent English,Philippines,waiter,1-2 years,interviews with employer,seek better job,never
1266,1076,1,2,1,male,two-year college,fluent English,Germany,research scientist,1-2 years,no plans to look for work,reunite with family,six months with family
1266,1076,2,1,0,female,4th grade,broken English,Mexico,construction worker,3-5 years,will look for work,seek better job,once w/o authorization
1266,1076,2,2,1,female,8th grade,fluent English,China,janitor,1-2 years,contract with employer,seek better job,never
1266,1076,3,1,0,female,4th grade,used interpreter,Somalia,gardener,1-2 years,no plans to look for work,escape persecution,once as tourist
1266,1076,3,2,1,female,no formal,broken English,Mexico,nurse,none,will look for work,reunite with family,never
1266,1076,4,1,1,female,two-year college,tried English but unable,France,doctor,1-2 years,contract with employer,seek better job,once w/o authorization
1266,1076,4,2,0,female,8th grade,broken English,Somalia,waiter,1-2 years,will look for work,seek better job,never
1266,1076,5,1,0,male,no formal,fluent English,China,child care provider,3-5 years,interviews with employer,escape persecution,never
1266,1076,5,2,1,male,no formal,tried English but unable,France,construction worker,1-2 years,contract with employer,seek better job,many times as tourist
1267,1077,1,1,1,female,college degree,broken English,Philippines,janitor,5+ years,no plans to look for work,seek better job,many times as tourist
1267,1077,1,2,0,female,graduate degree,tried English but unable,China,construction worker,none,will look for work,reunite with family,once as tourist
1267,1077,2,1,1,male,graduate degree,used interpreter,Iraq,doctor,none,will look for work,escape persecution,six months with family
1267,1077,2,2,0,male,two-year college,tried English but unable,India,teacher,1-2 years,will look for work,reunite with family,never
1267,1077,3,1,0,male,college degree,used interpreter,Poland,janitor,none,will look for work,seek better job,once w/o authorization
1267,1077,3,2,1,male,two-year college,broken English,Iraq,computer programmer,5+ years,no plans to look for work,escape persecution,many times as tourist
1267,1077,4,1,0,female,two-year college,tried English but unable,India,nurse,none,no plans to look for work,reunite with family,once w/o authorization
1267,1077,4,2,1,male,college degree,used interpreter,Philippines,teacher,none,no plans to look for work,seek better job,once as tourist
1267,1077,5,1,0,male,high school,tried English but unable,China,nurse,1-2 years,will look for work,seek better job,once w/o authorization
1267,1077,5,2,1,female,college degree,broken English,Somalia,nurse,1-2 years,interviews with employer,seek better job,once as tourist
1268,1078,1,1,0,female,4th grade,broken English,France,waiter,1-2 years,interviews with employer,seek better job,once w/o authorization
1268,1078,1,2,1,female,8th grade,fluent English,Sudan,janitor,3-5 years,no plans to look for work,seek better job,six months with family
1268,1078,2,1,1,female,high school,fluent English,Poland,nurse,5+ years,interviews with employer,reunite with family,six months with family
1268,1078,2,2,0,female,two-year college,used interpreter,Somalia,teacher,5+ years,interviews with employer,escape persecution,six months with family
1268,1078,3,1,1,female,college degree,fluent English,India,construction worker,none,contract with employer,seek better job,once w/o authorization
1268,1078,3,2,0,female,no formal,tried English but unable,Sudan,child care provider,5+ years,no plans to look for work,escape persecution,never
1268,1078,4,1,1,female,college degree,used interpreter,Germany,gardener,none,contract with employer,reunite with family,never
1268,1078,4,2,0,male,no formal,tried English but unable,Sudan,nurse,3-5 years,no plans to look for work,escape persecution,never
1268,1078,5,1,1,female,high school,used interpreter,France,waiter,5+ years,will look for work,seek better job,six months with family
1268,1078,5,2,0,female,two-year college,broken English,Philippines,child care provider,1-2 years,no plans to look for work,seek better job,many times as tourist
1269,1079,1,1,1,male,high school,fluent English,Mexico,teacher,none,contract with employer,seek better job,never
1269,1079,1,2,0,female,4th grade,tried English but unable,Sudan,construction worker,none,no plans to look for work,seek better job,many times as tourist
1269,1079,2,1,1,female,college degree,fluent English,Mexico,doctor,5+ years,will look for work,seek better job,many times as tourist
1269,1079,2,2,0,female,8th grade,tried English but unable,Philippines,nurse,5+ years,interviews with employer,seek better job,never
1269,1079,3,1,1,male,no formal,broken English,Philippines,construction worker,1-2 years,interviews with employer,seek better job,never
1269,1079,3,2,0,male,8th grade,broken English,Philippines,waiter,5+ years,interviews with employer,reunite with family,once w/o authorization
1269,1079,4,1,1,female,graduate degree,tried English but unable,China,child care provider,none,interviews with employer,seek better job,never
1269,1079,4,2,0,female,two-year college,used interpreter,France,janitor,5+ years,interviews with employer,reunite with family,once w/o authorization
1269,1079,5,1,1,female,high school,fluent English,Germany,construction worker,3-5 years,will look for work,seek better job,many times as tourist
